,path,date,category,FOV,sample,roin,label,iter,left_bgd,right_bgd,ratio_bgd,sigma_bgd,left_width,right_width
426,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi11.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,11,std_dose,,0.19975144096243627,0.21498681673530498,1.0762716689274534,0.37948488763470734,3.532230060127628,3.03971012355403
427,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi12.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,12,std_dose,,0.19783220546432195,0.21785292212347535,1.101200492670866,0.4147014322058248,3.5322300665722244,3.1057002373836755
428,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi13.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,13,std_dose,,0.19048215219173414,0.2207204612226834,1.158746153815567,0.4259266599138748,3.532230066951408,2.685777018683474
429,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi14.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,14,std_dose,,0.209982193401343,0.2437006993821717,1.160577930131351,0.426134603491922,3.5322300675464233,2.6829242694020676
430,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi15.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,15,std_dose,,0.24100939392919485,0.2640219979796481,1.0954842617346858,0.40683904120278114,3.5322300604710484,2.905362866986774
431,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi16.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,16,std_dose,,0.17741855962233832,0.2062690129386504,1.1626123748142503,0.3967385704615086,3.144640116040175,3.1301667620503975
432,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,2,std_dose,,0.23131793489875552,0.24491304467554986,1.0587723981832395,0.4249086246006627,3.53223006750956,3.5322300672754663
433,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi3.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,3,std_dose,,0.24867897825376944,0.2688725425684755,1.0812033427855696,0.39924071924679627,3.5322300459013576,3.1003975863465874
434,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi4.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,4,std_dose,,0.21565751250842452,0.24051858963733688,1.1152803667247213,0.3523493592904299,3.24450277365867,2.829789051459058
435,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi5.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,5,std_dose,,0.16890507870615357,0.20045261906980338,1.1867767423295394,0.35403184013594935,2.546811321251685,2.9031939108339015
436,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi6.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,6,std_dose,,0.23040208824139347,0.2601510408657986,1.129117547724815,0.4592731683728858,3.5322300675464233,2.9124442755060005
437,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi7.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,7,std_dose,,0.19157380124414736,0.24063587884345117,1.2561001414633812,0.4222364834309757,3.5322300675464233,2.651909008745617
438,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi8.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,8,std_dose,,0.19390819770317735,0.2431904719670664,1.2541526085417352,0.4010743795852865,3.5322300675457425,2.703225582668669
439,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16\process\vesicles\roi9.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo16,26,9,std_dose,,0.19096829694790585,0.21378791517574325,1.1194942751888413,0.33627486899792286,3.5322300674204477,2.8416056252827246
440,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,1,std_dose,,0.2224199575949905,0.17546318940457106,0.788882397523319,0.5331993323058103,1.4479443185081422,2.075941271043415
441,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi10.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,10,std_dose,,0.1879957790448254,0.21315164405120315,1.1338107968923048,0.3354854376787956,3.5322300675464233,2.3354048624172825
442,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi11.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,11,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
443,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi12.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,12,std_dose,,0.21036078477938863,0.18842806125221956,0.8957375845970029,0.49238922890513326,1.3042296865618193,1.9286781125922239
444,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi13.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,13,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
445,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi14.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,14,std_dose,,0.29649266712959255,0.2237654018496681,0.7547080473051414,0.6505826373875846,1.7134665335705697,3.1067095910499254
446,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi15.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,15,std_dose,,0.21794372003206397,0.17076131919432597,0.7835110787739307,0.46818628974083676,1.6116223099361147,2.0020470868091533
447,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi16.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,16,std_dose,,0.15665717556049957,0.11906933076204645,0.7600630506456627,0.4700835703763666,1.1105608716554056,1.78943564479263
448,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi2.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,2,std_dose,,0.2224199575949905,0.17546318940457106,0.788882397523319,0.5331993323058103,1.4479443185081422,2.075941271043415
449,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi3.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,3,std_dose,,0.25190822498517007,0.18920762234958166,0.751097437809823,0.6708684552417883,1.5005863324526187,2.584028852438703
450,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi4.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,4,std_dose,,0.3307699897763681,0.28131017926126395,0.8504706834240201,0.5177121049088551,1.321481919289068,2.018561580642084
451,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi5.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,5,std_dose,,0.27423672706575214,0.21783326748819531,0.794325653674997,0.5019678633075342,1.299695194071801,2.0145550160173755
452,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi6.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,6,std_dose,,0.2648289088904692,0.15929632152238904,0.6015065431858595,0.7201810305987114,1.092425749867851,3.4032089688323044
453,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi7.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,7,std_dose,,0.20802094237736202,0.1931456555919524,0.9284913979553799,0.5256933894960484,2.125095546213728,1.8601471458100478
454,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi8.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,8,std_dose,,0.15243675832030168,0.1401110201466575,0.919141955592199,0.492772488630278,1.6613506635046837,1.9720251708372745
455,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\crystals\roi9.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,9,std_dose,,0.41711263426902173,0.39172139858526667,0.9391261889531289,0.5517472244783175,1.3412789272579249,1.8537712731949265
456,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,1,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
457,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi10.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,10,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
458,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,2,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
459,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi3.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,3,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
460,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi4.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,4,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
461,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi5.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,5,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
462,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi6.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,6,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
463,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi7.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,7,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
464,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi8.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,8,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
465,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18\process\vesicles\roi9.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo18,27,9,std_dose,,0.093278438730167,0.08819950839538032,0.9455508646593147,0.245225459178245,1.8849567630209778,2.1652387836621476
466,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,1,std_dose,,0.4141859814475225,0.39459358360740926,0.9526966176604034,0.6657791203408284,1.2734562420728268,1.9710787751039196
467,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi2.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,2,std_dose,,0.15140626695008083,0.16134063082422795,1.0656139542587264,0.4443605593667151,2.1418295938917793,2.002794771879436
468,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi3.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,3,std_dose,,0.20275610638974306,0.15543187601517938,0.7665952892013235,0.591137082953842,2.0325691953303973,2.5487873109585064
469,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi4.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,4,std_dose,,0.15358640161842735,0.1773245303615366,1.1545587922691531,0.4352529014466132,1.8411551442570286,1.8008481175590436
470,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi5.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,5,std_dose,,0.174237804636168,0.20245745303564844,1.1619605369707617,0.33788330988343573,2.8709828801610793,1.9863154677659967
471,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17\process\crystals\roi6.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo17,28,6,std_dose,,0.10391219213623987,0.12589315440774024,1.2115340059680486,0.22496036118355275,2.658426703989949,1.7457031606407163
472,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo11\process11\small\roi1.txt,2022-10-27,crystal,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo11,29,1,std_dose,,0.27823534612345185,0.2910052050013901,1.0458958901370938,-0.13441871980258158,3.532230067546317,3.5322300675263567
473,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi1.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,1,std_dose,,0.2018276343116393,0.1959725820114192,0.9709898383331422,0.3141241687649293,3.5322300675464233,3.532230065388377
474,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi10.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,10,std_dose,,0.2530237299939848,0.2615254886918076,1.0336006377663665,0.45224760712779477,3.532230067546397,3.3653109749875867
475,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi11.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,11,std_dose,,0.21360943537886368,0.23238890836391968,1.087914997536266,0.3860492817602158,3.532230067545876,2.6199477394026793
476,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi12.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,12,std_dose,,0.28438527170535155,0.29998013057987116,1.0548370834431864,0.46567683028009255,3.5322300675464233,3.5322300674437135
477,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi2.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,2,std_dose,,0.16518155792023048,0.18622885112636278,1.1274191469746064,0.3183625061174833,3.5322300650824205,3.4495562354581906
478,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi3.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,3,std_dose,,0.1684856874921279,0.19078859454153752,1.1323727099991903,0.3865481493897577,3.5322300675464233,2.303199656611845
479,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi4.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,4,std_dose,,0.19216763398454062,0.21811532225617003,1.1350263191236294,0.3812914198274733,3.5322300675464233,2.8973771832028294
480,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi5.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,5,std_dose,,0.18034113052685252,0.18418759288399977,1.0213288135984848,0.284071753501805,3.53223006753575,2.53686377500153
481,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi6.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,6,std_dose,,0.13201925965681238,0.15681280950467147,1.1878025214829304,0.2605438175082684,3.5322300675463794,2.129575713202364
482,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi7.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,7,std_dose,,0.12293124205167683,0.14211822609920122,1.1560789895823125,0.2570056416044165,3.5322300675464233,2.582126373074434
483,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13\process\vesicles\roi8.txt,2022-10-27,vesicle,\\isi.storwis.weizmann.ac.il\Labs\dvirg\zoharba\ALBA Oct 2022\20221027\Alba31_3_72hpf\Escan\Escan_tomo13,30,8,std_dose,,0.16699218156811435,0.17577767755134743,1.0526102234292303,0.3203102245632713,3.5322300675464233,2.493169235818391
